0	-1	0	0	1. 一种基于线性判别代理分数约束的多通道生物传感时序数据增强方法，其特征在于，包括以下步骤：
1	-1	0	0	S1，获取由多通道生物传感器对离体样本采集的、按照固定生物标志物通道次序和时间次序排列的多通道时序响应训练样本及其参考类别标记，对原始响应的物理单位、通道标识和采样长度进行一致化，并仅利用预定训练数据拟合标准化参数；
2	-1	0	0	S2，利用包括水平分量基和时间变化趋势分量基的低阶正交时间基，将每一标准化训练样本分解为功能系数和高阶时间残差，并将各通道的功能系数按照所述固定通道次序连接为功能系数向量；
3	-1	0	0	S3，对各参考类别的功能系数向量分别进行类中心化，将类中心化后的功能系数残差汇集后估计共享的正定收缩协方差矩阵，并基于所述正定收缩协方差矩阵按参考类别构造有限系数扰动池；
4	-1	0	0	S4，利用所述正定收缩协方差矩阵和不同参考类别的功能系数均值对比构造线性判别代理的判别法向矩阵，将所述有限系数扰动池投影至所述判别法向矩阵转置的共同零空间，并按参考类别以统一标量恢复投影前有限系数扰动池的均方根扰动能量，得到线性判别代理分数受约束的系数扰动；
5	-1	0	0	S5，将所述系数扰动叠加至同参考类别真实训练样本锚点的功能系数，并继承该真实训练样本锚点的高阶时间残差，重构得到保持固定通道映射和采样长度的增强样本；
6	-1	0	0	S6，校验所述增强样本对应的系数扰动所引起的线性判别代理分数漂移低于预设漂移阈值、恢复后的逐类别均方根扰动能量与投影前均方根扰动能量之差低于预设能量误差阈值、以及增强样本的高阶时间残差与对应真实训练样本锚点的高阶时间残差之差低于预设残差误差阈值；校验通过时输出所述增强样本，校验不通过时停止使用对应参考类别的有限系数扰动池。
7	-1	0	0	2. 根据权利要求1所述的方法，其特征在于，所述多通道时序响应训练样本表示为X_i∈R^(M×T)，其中M为生物标志物通道数，T为时间点数；对第m个通道，仅利用所述预定训练数据中的全部独立训练样本和预定时间位置计算均值a_m和标准差b_m，并按照X'_(i,m,t)=(X_(i,m,t)-a_m)/b_m进行标准化；验证数据、测试数据或待处理数据不参与所述标准化参数、功能系数均值、正定收缩协方差矩阵、真实训练样本锚点或增强参数的拟合。
8	-1	0	0	3. 根据权利要求1所述的方法，其特征在于，所述低阶正交时间基包括单位范数的常数基向量和单位范数的中心化线性时间基向量，且两个基向量相互正交；对每一通道分别获得水平系数和斜率系数，形成维数为2M的功能系数向量，并将不能由所述低阶正交时间基重建的部分定义为所述高阶时间残差。
9	-1	0	0	4. 根据权利要求1所述的方法，其特征在于，所述正定收缩协方差矩阵由不同参考类别分别中心化后汇集的功能系数残差按照Oracle逼近收缩规则估计，并加入固定正数值正则项；所述Oracle逼近收缩规则的收缩系数被限制在0至1的闭区间内。
10	-1	0	0	5. 根据权利要求1所述的方法，其特征在于，针对包含n_c个真实训练样本锚点的参考类别c，独立采样n_c个原始系数扰动，对该有限系数扰动池减去池均值并进行有限样本协方差修正，使该有限系数扰动池在类别内的扰动之和为零；当n_c小于2时，不为对应参考类别构造有限系数扰动池。
11	-1	0	0	6. 根据权利要求1所述的方法，其特征在于，对于K个参考类别，将各参考类别的功能系数均值相对于预定对比基准均值的差按列排列为均值对比矩阵D，并构造判别法向矩阵W=Σ̂^(-1)D和共同零空间投影矩阵P=I-QQ^T；其中，Σ̂为所述正定收缩协方差矩阵，Q为W的有效列空间的正交基；对投影前系数扰动δ执行δ^(0)=Pδ，并按参考类别以统一标量恢复投影前有限系数扰动池的均方根扰动能量，得到满足W^Tδ*=0的系数扰动δ*。
12	-1	0	0	7. 根据权利要求6所述的方法，其特征在于，所述预定对比基准均值为其中一个参考类别的功能系数均值或全部参考类别功能系数均值的总体均值；所述预定对比基准均值的选择不改变由全部参考类别均值差张成的有效判别子空间。
13	-1	0	0	8. 根据权利要求6所述的方法，其特征在于，当投影后有限系数扰动池的均方根扰动能量低于预设正数阈值，或者恢复投影前均方根扰动能量所需的统一标量高于预设恢复系数上限时，停止使用对应参考类别的有限系数扰动池。
14	-1	0	0	9. 根据权利要求1所述的方法，其特征在于，增强样本还需满足以下至少一项训练内分布校验：增强样本的最近真实训练样本与其参考类别相同；增强样本与同参考类别真实训练样本之间的距离不超过仅由预定训练数据确定的距离分位数阈值；增强样本不含非有限数值且通道映射和时间次序保持完整。
15	-1	0	0	10. 根据权利要求1所述的方法，其特征在于，所述多通道时序响应由与预定生物标志物通道关联的叉指电极传感单元产生，原始响应为界面电容值；所述界面电容值在计算标准化参数前按照固定单位比例换算为预定统一电容单位。
16	-1	0	0	11. 一种具有单通道—通道配对分层得分组成输出的多通道生物传感时序分类方法，其特征在于，包括以下步骤：
17	-1	0	0	A1，获取按照固定生物标志物通道次序和时间次序排列的多通道生物传感时序响应，并利用冻结的、仅由训练数据拟合的标准化参数进行标准化；
18	-1	0	0	A2，通过共享参数的时序编码器分别编码各生物标志物通道，将所得通道动态表征与对应的可学习通道身份嵌入连接，得到保留固定通道身份的节点初始表征；
19	-1	0	0	A3，将各节点初始表征映射至节点判别空间，利用逐参考类别设置的节点查询向量获得节点—类别匹配分数，并在通道维度执行稀疏归一化，得到单通道权重、单通道得分项以及逐参考类别的单通道上下文；
20	-1	0	0	A4，将各生物标志物通道作为图节点，通过图注意层聚合不同通道的节点初始表征；按照固定通道索引次序构造通道配对，并由相应两个图节点表征获得通道配对表征；
21	-1	0	0	A5，将逐参考类别的基础配对查询向量与所述单通道上下文组合，得到受单通道上下文条件化的逐参考类别配对查询向量；利用所述配对查询向量获得通道配对—类别匹配分数并在通道配对维度执行稀疏归一化，得到通道配对权重和通道配对关系得分项；
